word	description
TRYST	Possible cause of "seen us" trouble 
NEVER	An expression of disbelief? Not at all!
ARENA	Sphere of battle
EYRIE	Home whose residents may be golden or bald
PLEAD	Ask for P-Pb
COULD	Had the knowhow
OMBRE	Old card game whose name comes from the Spanish for man
AMATI	Violin virtuoso (wordplay)
OVOLO	Architectural decoration
AROMA	Welcome smell
SIREN	Paddy wagon sounder
HEART	Runs in preliminary round, showing courage
IRIAN	New Guinea, to Indonesians
ELITE	High muckamuck
CLING	It may be static
SIEVE	Sift.
OTTER	Weasels relative
AWARE	Cognizant of. 
EDGER	It'll make an even yard
LEVEL	Honest informally
SNORE	Sack sound
ARROW	Dart's big brother 
ELOPE	Travel to an away match
SENSE	Word with "common," "good" or "horse"
ERROR	Misstep.
EXEAT	Absence permit, in Britain. 
MERGE	Enter a freeway
DREAD	Fear - dire
ORDER	Family - group - arrangement
CREEK	Rivers smaller relative
DRUPE	Fruit like the apricot, plum, etc. 
DRYER	It's full of hot air
WHARF	Loading locale
LEAVE	Quit. 
AMATI	Famous violin. 
ERECT	Throw up
AGREE	Reach an understanding
ESSAY	Work from S.A.? 
OPIUM	Drug at the center of some 19th-century wars
LONGE	Rope used in training horses. 
ELITE	A social stratum 
ENEMY	Some assemblymen ending up in opposition
DEBIT	Kind of card that helps keep you out of debt
ELIDE	Lose a syllable
EMEER	Arab princeling. 
FUSES	Blends. 
ELOPE	Run away to Vegas, say
TWEED	Professor's material
REVEL	Take great delight (in)
ELATE	Elevate in spirit. 
ABOVE	Higher.
TEPEE	Conical quarters
RATIO	A relationship discovered in the maths class
LONER	Non-social type
DISCO	Sound is coming from inside here
OTTER	Coat fur. 
UVULA	Flap hanging above the throat
DISCO	2001 Odyssey, in 'Saturday Night Fever'
GROSS	"Eww!"
LEAVE	Permission 
SIREN	Factory whistle.
LINEN	Tablecloths etc
OVULE	Plant seed-to-be
EYRIE	Nest
ENTER	Parking-lot welcome
CANIS	This can be Major or Minor
THINE	Amish pronoun
EDGER	It works along a fence
ENTER	Large PC key
SPEND	Use (money etc)
DREAD	Pop round about a certain apprehension
ATTAR	Rose distillate. 
CELLO	The "voice" in Bloch's "Voice in the Wilderness"
DENSE	Thick - compact
OTTER	Marine mammal 
AMUSE	See 39 Across. 
ARROW	Guide mark. 
PLEAD	Quietly direct to pray
ATTAR	Rose perfume.
LONER	Ungregarious one
LEAVE	Soldier's sojourn 
DISCO	Chic style (wordplay)
WHEAT	Bread grain
SENSE	Have a gut feeling
ATTAR	Perfumed oil
EMAIL	It's sent with a click
AMATI	Violin maker. 
TREAD	Tires footprint
LONGE	Squeaky sound
NEIGH	Nag's call
ARMOR	Sir Galahad's suit
SNEER	Turn up one's nose 
SIREN	Patrol-car item 
CURSE	Witchs pronouncement
OVULE	Developing egg
SENSE	Purpose
ROWED	Moved the boat, in a way
ELIDE	Skip, as the 'f' and 'the' in 'two of the clock'
CELLO	Relative of a viola
LOSER	One vanquished
EXERT	Make some effort
RAISE	Poker stratagem. 
EXERT	Make a strenuous effort
AMUSE	Evoke a grin
STOMA	Pore in a leaf
EXERT	Apply (a force)
TENOR	Canio, for example, in "Pagliacci"
CELLO	Bass's relative
GENTS	Sign on a British restroom door
CRUSH	Case of puppy love
ARENA	Theater in the round
ETERN	Forever, in verse
IMAGE	Hawthornes The Snow and Other TwiceTold Tales
CLING	Keep hold
ARROW	Oneway sign
PIPIT	Bird of tree or meadow
ELITE	Turns up on the roof to finally see what's best
SONAR	Sounding device 
ABOUT	Approximately.
ARROW	Director has dismissed head of school
ARMOR	Gawain's topcoat
WORSE	More severe
ENTER	Pierce
OILER	Edmontonian on the ice
ALERT	C. D. signal. 
ENDUE	Provide with qualities
ERROR	Overthrow
EMEER	Arabian chief 
EDGER	Gardener's tool. 
TEPEE	Home of a brave. 
ELITE	Carriage trade clientele
ELITE	In a class of one's own
ELITE	Society's best
EVENT	Part of the seventeenth occasion
LONER	Company boycotter (wordplay)
ENTER	Register retained in innocent error
SCENT	It's normally caught at close range
NEVER	give a sucker an
OLDIE	FM cut
SENSE	Common thing thats not always common
RAKED	Worked in the garden.
LORAN	Navigational aid. 
SIREN	Fascinating woman father named at the start
ERROR	Fallacy
ELATE	Cause euphoria 
OILER	NHL player in Edmonton
ELOPE	Take the honey and run 
MISER	Tightfisted person
START	Show surprise
ARENA	Bout locale, perhaps
BATON	Don't declare it's a stick!
LEAVE	Way off base
AMATI	Italian violin 
SPEND	Get rid of money
IDLER	Gentleman of leisure
ESSAY	Put to the test
EMAIL	Enamel Fr
CRUSH	Bon Jovi album
ERECT	Establish 
RINSE	Hairdresser's application 
ARENA	Boston.s Fleet Center  for example
PRIED	Asked a lot
ERROR	Fear head chopped off in mistake
SIEVE	Meshed utensil
ARENA	War zone
TITER	Strength of a chemical solution
OVULE	Seed-plant outgrowth 
PLEAD	Say guilty say
RERAN	Played video tape again
ALIGN	Dress; make straight
ISLET	Stile (anagram)
SENSE	Reasonableness.
DREAD	Fear. 
DISCO	Erstwhile dance hall
ERROR	Anachronism eg
NEIGH	Chestnut sound
CHESS	Bobby Fischer's forte
SENSE	Vague feeling
AGREE	Coincide.
DETER	Inhibit. 
CANIS	Dog family.
CELLO	Instrument found in small room by orchestra's leader
DREAD	Awe-inspiring.
DISCO	Demonic spirit
ANELE	Apply chrism old style
REMIT	Forgive. 
OSAGE	Lake of the Ozarks feeder
EMEER	Bigwig in Istanbul
VENUE	Where a case is tried
RINSE	Frequent instruction word before repeat
ELITE	Very important persons.
ENEMY	Foe.
AMATI	Strad competitor
ESSAY	Bacon paper
VALET	Clean (a car); attendant
NORSE	Scandanavian
CELLO	Prominent instrument in the band Rasputina
AISLE	The way a bride may walk
WAIVE	Give up in a way
ERODE	Displace over time as soil
HEART	Soul's companion.
ARARA	Cockatoo's cousin
OTAKU	Anime fanatic
TROLL	Head off constitutional attack on networks
OTTER	Sea mammal
GREET	Address with amity
EXERT	Bring to bear, as power
ATTAR	Essence 
CLING	Hold fast
DETER	Stay.
UVULA	Soft palate.
SWOON	Neil who figures in Sade's Life (wordplay)
AWFUL	Just the worst
EXERT	Give it one's all
LEARY	60's guru
BONUS	It's all to the good to get on in the omnibus
ELOPE	Run away to wed
HELLO	Phonecall opener
GROSS	Total amount
CELLO	Big bowed instrument
IMAGE	Mind's-eye view
EMEER	Arabian V.I.P.
EROSE	Notched Bot
ENTER	Key in as data
RERUN	Another airing
RATHE	Blooming early to a poet anagram of HATER
CLING	Stick chlorine in bottom of jug
RAKED	Gathered, as fallen leaves
OLDIE	Any Patsy Cline tune nowadays
LONER	An isolate
AMUSE	Give enjoyment
HEART	What ya gotta have
LATER	Slangy so-long
STAMP	Forever mail attachment
RAMAL	Rope halter Span
SENSE	Selfperception
ERODE	Wear through weathering
SCARE	Rustle up
ELOPE	Split to be joined
CELLO	Baritone of the strings. 
RESIN	Epoxy for example
ENTER	Step right in!
ELITE	Best
SCARE	Sudden fright.
SIREN	Enticing one. 
ERROR	Booted grounder for one
CROAK	Sound from a lily pad 
SNEER	Obvious derision 
ALERT	The French male is into creative work, being bright
ARROW	Unknowingly, Longfellow lost this quarrel
UNAPT	Doze in middle of duty? That's not in keeping
ELITE	Some of the literati (wordplay)
ATTAR	Essence. 
AMATI	Very valuable violin
WATER	See 20 Across. 
SUGAR	Type of maple.
ELITE	Very select
AROMA	Pleasant emanation
UPEND	Turn from top to bottom
AGREE	Acquiesce
AMIGO	Santiago sidekick
ETERN	Everlasting: Poetic.
DEFER	Postpone as enrollment
CURSE	Invocation of evil; swear
RAKED	Like some fall leaves
INTER	Italian football club trainee has name taken
ERODE	Crumble as support
RIVAL	Strive to equal
DISCO	Hustler's genre
DRYER	Static cling source
AMATI	thcentury violin
NERTS	Old oath
TETRA	Denoting four (prefix)
RIVET	Bolt for Rosie
ERODE	Eat away. 
SCARE	Cause of goose bumps
SUMAC	Common roadside plant. 
ARMOR	Jousting garb.
LEAVE	Sailor's time out
SENSE	Have a strong hunch about
ELOPE	Run away with a lover 
AMATI	Wartime show mounted to conceal a fiddle
ORANG	Manlike ape 
ERECT	Upright or vertical
ERROR	Blunder in state of anxiety when short of time
HEMEN	Macho dudes
ALARM	You might set one to get up
ELATE	Happify
SCALE	HO or Richter
LONER	Wallflower, in a way
TROLL	Fairy-tale villain
DREAD	Fear greatly
TWEED	Flower-pot put under pot without flower
OTTER	River critter
EROSE	Eaten away, as a leaf
ELOPE	Find a preacher fast maybe
LAYER	Sedimentaryrock feature
EMEER	Turkey head
CLOAK	Potter's made him invisible
EXERT	Strive hard.
LINER	Batted ball
DISCO	Hustler's place (wordplay)
LEAVE	"Get out!"
SWOON	React to Ricky Martin say
INERT	Not chemically active. 
MANSE	Type of house
PILOT	First episode in a TV series
STOMP	Dance at the Savoy, perhaps
ELOPE	Wed on the run
ERODE	Rust away. 
OTTER	Web-footed mammal. 
DISCO	Dance hall
ERROR	A miss.
LEVEE	River-flood preventer
ICENI	Ancient British tribe which rebelled against the Romans in AD61
LEAVE	Get outta Dodge
NEVER	No way
ALLAY	Put at rest.
SIREN	Fire sign
ARMOR	Knights cover
AMUSE	One of nine that's good for a laugh
ERROR	Unwelcome kind of message
HELLO	Little Sir Echo's answer. 
ARMOR	Mail at the castle
UNLIT	Dim learner in assembly
ERROR	A mistake
AMATI	Strads kin
ELOPE	Abscond with lover
NERTS	'Nonsense!'
PRONE	FLAT
CELLO	'The Swan' in Saint-Saens's 'Carnival of the Animals'
ARENA	AT&T Center, for example
HOTEL	Convention site
ARROW	Fabled Canadian aeroplane
ERECT	Stiff-backed
ELATE	How pleased this may make one that 'e is no more
OSAGE	Tribe in the "Little House . ." . books
WREST	Extort (from)
SIEVE	Awful memory, figuratively
AGREE	Correspond - concur
ATTAR	Smell of roses
ERROR	Faux pas made by enfant terrible blowing top
TUNER	Key person 
LONER	One who doesn't work well with others
CHESS	What a check might be delivered in
HEMEN	Bicepsflexing guys
NEVER	By no chance. 
AMUSE	Give a giggle
PREEN	Swell with pride
MOWER	Links machine 
GREET	Hug and kiss perhaps
AWARE	On top of it
LIMIT	Establish a maximum for
ELOPE	Eschew the rite stuff
WIRER	Lineman, at times
STOMP	Savoy beat 
AMATI	Andrea or Nicolo of Cremona 
TIBER	Row across British or Italian river
CHESS	Game of skill.
ARROW	Street symbol
AMATI	Prized Italian instrument
AMUSE	Play the card
AMATI	Rare and pricey viola
ERROR	Apple flaw (wordplay)
SCARE	Say Boo to
LYASE	Catalyzing enzyme
THINE	Not mine. 
ELATE	Is the East dead? That'll please you
WREST	Take by force - with the others
NEVER	Nebuchadnezzar, extremely welcoming Old Testament figure? In no degree!
RESIN	Only some sort of sap would be a second offender
ARROW	Sign. 
WREST	Take from forcibly
ARROW	Pointer of a kind. 
ELOPE	Escape a la Juliet
ARROW	Heartpiercer of myth
DISCO	Summer genre
ENTER	Word on a PC key
ERODE	Subject to detrition
OVULE	Embryo sac encloser
EXERT	Exercise as authority
UPSET	Unexpected defeat. 
TASER	Self-defense company with the slogan "Protect Life"
DISCO	Hustle music
GROSS	Repulsive
TENOR	Material bonded to paper by a fuser
ELOPE	Bolt together
ERECT	Up before see to the sea
AMUSE	Before lunch, 15 regularly entertain
INTER	See 1
SENSE	Know without knowing why
ALLAY	Get rid of, as fears
ERODE	Subject to ablation 
ENTER	Be a contestant
DREAD	Coiling adder brings great fear
RINSE	One may let the water in to make the resin
ESSAY	It may have five paragraphs
SONAR	Naval device
ADDER	Worker with figures.
SWEPT	Won all the games in a series
RAKED	Inclined.
UNAPT	Slow-witted
TROLL	King in Peer Gynt
ELOPE	Run off, as a couple
OPIUM	Den drug of old
GLADE	Sylvan spot
LEASE	Office user's deal
AWARE	Having knowledge
AGREE	Shake hands on
RERAN	Put in an anthology
THINE	It was yours at one time
TEARS	Sorrow so to speak
ELOPE	Avoid some wedding hoopla
TROVE	Valuable collection 
RAKED	Slanted as a ships mast
SOBER	Self-restrained
SENSE	Gibberish doesn't make it
ELOPE	Run away to settle down
TENOR	General drift 
ERROR	Fielder's boot 
NEVER	By no chance
OWNER	Home
SERER	More arid 
OVOLO	Complex molding 
ELITE	In crowd
REGAL	Kingly treat cut short
THINE	Friend's word 
GENTS	Guys
OTTER	Staple of the fur trade in the 1700s-1800s
SIREN	Vamp; alarm
AMATI	Cremonan 
TAPER	Get to the point entering data, perhaps
AGREE	Harmonize with note in long interval
ESSAY	Bacon bit
ERROR	Fielding slip. 
SCARE	The sort of crow that can't fly for fright
DISCO	Dance record broke in middle
OSIER	Twig used in wickerwork
REVUE	Sounds like analysis should be entertaining
ALIEN	Being possibly two-faced, four-eyed, spotty and legless makes a boy upset
EDGER	Garden implement 
DREAR	Poetically grim 
ATTAR	Fragrant essence
ARROW	Cursor's shape, sometimes
AROMA	Cooking giveaway
ERROR	Fielding percentage lowerer
STEAL	Peculate
OTTER	Relative of a mink 
UVULA	Pendant above the throat
LEMON	Sour U2 "Zooropa" hit (wordplay)
ARENA	Circus section
SIEVE	Gossip 
SWEAT	Result of 24-Down
ARGOT	Legalese eg
OUTRO	Fader in a music studio (wordplay)
SENSE	Feeling or hearing
CELLO	Where there's a prisoner that gets nothing with strings attached
AWARE	Onto 
ABATE	Fall in intensity
WORSE	Inferior 
EMEER	Title of a descendant of Mohammed.
ERROR	Not left at the end of 9 across, but not right either
LOSER	Hard luck case
ATTAR	Flower-based perfume
SENSE	Feeling, for example 
UPSET	Beat the odds 
AMATI	Violinmaker
AMATI	Expensive violin choice
ELOPE	Run off to wed
RATIO	Numeric comparison
ELITE	Size of type
EXERT	Exercise, as authority
INERT	Nitre is stll made here
ERODE	Deteriorate as a coastline
ATTAR	Rose petal oil.
WIRER	Bell Atlantic employee
BORER	Termite for one
ELITE	The best, some alternative literature
EMAIL	Outlook service
LOPER	Gazelle at times
ELITE	Best cut off time for start of duty
RERUN	"What's Happening!!" role or the show, now
INPUT	Opinion as it were
HELLO	That is soooo stupid
ERROR	Bad Religion guitarist Gurewitz' electro-hardcore band
SIEVE	Chefs chinois for one
EVADE	Sidestep first woman clasping her mate? Not half
ELOPE	Abscond for love's sake
OTTER	Streamlined swimmer
LEMON	Florida product
SENSE	It's common in Essen
AROSE	Came up. 
RESET	Atari Teenage Riot album about starting over (wordplay)
ERODE	Crumble into the sea as shoreline
EMAIL	Type of communication thats always monitored
ARENA	Bout locus. 
LOPER	Easy-gaited horse 
OBEAH	African fetish
EVENT	The World Series, for example
ARMOR	Tilter's togs
NEVER	Defier's cry
ARRET	Decree in French law.
ERODE	Degrade, as trust
EROSE	Like some leaf edges 
RESET	Nintendo 64 button
MOWER	Haying machine
WORSE	Comparatively bad.
LEAVE	Take off 
ERODE	Slip away as support
OSIER	Willow woven into wickerwork
TREES	Growers in groves
THERE	When repeated, "everything will be OK"
AMUSE	Tickle one's funny bone
RATIO	Say, one to five in operation
FLYER	Fast train
START	Show surprise.
OTTER	Ferrets kin
SENSE	What ravers don't make
WREST	Pull violently
SIREN	Warning! This woman is dangerous
AROMA	Wine tasters consideration
ARROW	Pointer of a kind
ELOPE	Wed in secret 
LEAVE	Sailor's free time. 
ATTAR	Petal pungence (wordplay)
AMATI	Stradivariuss teacher
CANIS	This can be Major or Minor 
GROSS	Exclusive of deductions
LOPER	Horse with a certain gait.
LEAVE	Sarges vacation
ELITE	Top drawer. 
ORATE	Speak like Clay
ERROR	Debugger's target
ELOPE	Choose the window instead of the aisle
EMAIL	Green-blue color
ERECT	Like Java man
ERROR	Drive you shouldnt have missed for example
INERT	Immobilized
HEMEN	Bouncers, as a rule
ARMOR	Sheathing.
AMATI	Fine fiddle
RELIC	Wooden Indian, for example.
OWNER	Mikhail Prokhorov visavis the Nets
SENSE	Sight, for one
INERT	Not active 
ALARM	Panicked reaction
ATTAR	Perfumer's distillation
THINE	Part of heath in estate that was once yours
PIPIT	Meadowland bird
ALIEN	UFO pilot (wordplay)
ARMOR	Turtle shell
NEEDY	Dirt-poor
CURSE	Imprecation. 
LATER	In a few hours
ALIEN	Nonnative
TARTE	Pastry item, in France 
START	Maze entrance
EYRIE	Nest on a cliff.
SIEVE	The riddle is solved by a woman
LEAVE	Weekend pass eg
ANISE	Licorice-like flavoring
EIDER	Duck with very soft feathers
ORIBI	African grazer
RETRO	Like alls radio weekends
AMATI	Famous violin maker.
URIAL	Sheep of Asia
SENSE	It's best when common
AMUSE	Keep busy
CHESS	Game with bishops
DEBIT	Leftcolumn accounting entry
ARROW	The Hunger Games missile
CRUSH	Passion fruit drink (wordplay)
ARROW	Straightness standard
RISER	Upright part of a stair
DISCO	Genre of "I Will Survive"
GROSS	He scored in the pool as the Albatross
SENSE	Common or sixth follower 
PHLOX	Variegated annual or perennial. 
AMATI	Musical instrument
EMEER	Moslem title. 
REVUE	George White's Scandals, for example
LEAVE	"Get outta here!"
TEARS	Emotional signs.
LEMON	Source of vitamin C.
TAWSE	Punishing leather strap
OTTER	Fishing animal 
START	Getgo
ENTER	Do Not  citysign command
ETUDE	Chopins Butterfly or Revolutionary
ENTER	Start to penetrate
SIEVE	Bakers device
ENTER	Tall key on a keypad often
ELECT	Political bumper sticker word
SENSE	Rational attitude
HEMEN	Super masculine ones
EYRIE	The grain comes up, that is to say, for the eagle
SWEAT	Worry about, informally
SENSE	One of 5 seen swimming across sea
ERROR	Overthrow of first base for one
AMUSE	Get a "lmao" from
AMUSE	Cause merriment
ELITE	Superior group
ISLET	Like Manhattan  but much smaller
SENSE	Sight, hearing or taste
CROAK	Get a little froggy (wordplay)
EMEER	Middle Eastern bigwig (var.)
INERT	Chemically nonreactive
ELATE	Really pick up
ARRET	Quebec street sign
RESIN	Violin varnish
CELLO	It takes a bow
HERON	Creature sent by Athena as a messenger, in "The Odyssey"
RETIE	Tighten the wingtips
EMEER	Oman man
CELLO	Soloist in SaintSanss The Swan
ASCII	Code in which  is a C
ARMOR	The kind of clothing worn by a man whose tailor is a blacksmith, according to Ambrose Bierce
RETIE	Fasten again, as sneakers
OLDER	Like Gary Numan compared to Gary Oldman, ironically
SCALE	Map info
LEAVE	Scramola
SKATE	Kottonmouth Kings Me and My
SONAR	Ocean explorers aid
LEASE	Renter's contract
CHESS	Fischer's forte
LEAVE	Nearly all botanical things go
AROSE	Was mentioned as a name
NOVEL	It's bound to be new
ERROR	Luces Margin for
ARMED	Ready for action. 
NEVER	Under no circumstances look back, even to last summer
ERROR	Diamond slipup
ERROR	Slip.
SNORE	Keep a roomie awake, maybe
PILOT	TV introduction
GLADE	Grassy space in a forest
OTTER	Sea critter that holds hands when sleeping
LEARY	Counterculturist Timothy
OSAGE	River that forms Lake of the Ozarks
ESSAY	Blog post, often
EVENT	A special happening
RILLE	Valley on the moon (Var.)
FRIAR	Franciscan, for example
ESSAY	Maureen Dowd piece
TROLL	Ogre's cousin
LEARY	Timothy who preached Turn on tune in drop out
STOMP	Foot pound
OTTER	Fur animal
SALLE	Chteau unit
ATTAR	Essential oil from petals
USAGE	Electricbill data
ELIDE	Change "captain" to "cap'n," e.g
ENTER	Theatrical verb
WIRER	Cable-TV worker
ERODE	Eat into. 
CROON	Sing like Bing Crosby
LINEN	Fabric from flax
LEARY	Counterculture guru Timothy
ELOPE	What Romeo and Juliet do.
ARROW	Big name in men's shirts
ELATE	Make really happy
ORLON	Synthetic acrylic fiber
AROMA	Topic for "Wine Spectator" magazine
